ntdid,year,mode,revenue_miles,revenue_hours,upt
6011,2006,VP,199502,4566,7284
6012,2006,DR,164557,12991,27226
6012,2006,MB,683850,43888,598737
6013,2006,DR,88054,6215,18291
6013,2006,MB,220615,13638,98537
6014,2006,DR,219454,18053,48245
6014,2006,MB,759552,62158,1829749
6015,2006,DR,105005,10255,26597
6015,2006,LR,23808,1872,37024
6015,2006,MB,606080,51879,971972
6016,2006,DR,133314,10290,21887
6016,2006,MB,703368,49407,600211
6017,2006,DR,475555,28595,62395
6017,2006,MB,3180808,192965,2841449
6018,2006,DR,1620693,90750,209503
6018,2006,MB,2609750,171532,2451742
6019,2006,DR,1762246,98039,178181
6019,2006,MB,4724576,287734,8573517
6020,2006,FB,26050,13025,1347655
6022,2006,DR,440176,41715,68213
6022,2006,MB,4357473,266004,4512307
6024,2006,DR,429266,28384,35999
6024,2006,MB,2145895,148263,3145320
6025,2006,DR,128495,7150,18428
6025,2006,MB,456758,29890,676442
6026,2006,DR,70079,6363,8521
6026,2006,MB,680846,45565,1101557
6032,2006,DR,223481,23372,37865
6032,2006,LR,164229,31336,605899
6032,2006,MB,3213056,246983,6372721
6033,2006,DR,500797,29314,56152
6033,2006,LR,37475,8107,154432
6033,2006,MB,2261395,157311,2202262
6037,2006,DR,226782,11190,24636
6037,2006,MB,185790,17670,147618
6038,2006,DR,197045,14049,50482
6038,2006,MB,603925,48885,1497853
6040,2006,DR,618718,43670,110747
6040,2006,MB,433499,30754,506631
6041,2006,DR,678603,44269,106856
6048,2006,DR,2742440,199879,583080
6048,2006,MB,13235840,1042530,34464085
6048,2006,VP,1596300,61673,335269
6049,2006,DR,183359,18374,52240
6049,2006,MB,389807,31735,696850
6051,2006,DR,1277414,67798,192775
6051,2006,FB,1719,688,21477
6051,2006,MB,2750228,198456,5315568
6051,2006,VP,19021,647,7138
6053,2006,DR,355999,27794,116515
6053,2006,MB,70260,1833,19611
6056,2006,CR,190909,8145,1457828
6056,2006,DR,120079,9867,44255
6056,2006,LR,2648476,123956,18581066
6056,2006,MB,27675007,1984900,56486496
6056,2006,VP,1687567,41160,440432
6059,2006,DR,169742,8394,18409
6059,2006,MB,791466,40793,694963
6062,2006,DR,29290,5929,7750
6062,2006,MB,284289,28009,1322856
6068,2006,DR,102891,11202,36283
6070,2006,DR,285919,17805,24946
6072,2006,DR,206413,14316,32373
6072,2006,MB,268636,19020,70871
6077,2006,DR,318294,23579,71990
6077,2006,MB,766676,61764,602441
6082,2006,DR,201558,4443,23780
6084,2006,VP,3118994,70536,479781
6086,2006,DR,187565,13224,32543
6086,2006,MB,299569,22708,170199
6088,2006,DR,306386,31476,55963
6088,2006,MB,1151076,76499,2237344
6090,2006,DR,212045,11255,28282
6090,2006,MB,118377,8641,28298
6091,2006,DR,537443,32846,81534
6091,2006,MB,405425,26344,288617
6092,2006,DR,7308127,462998,728863
6094,2006,DR,44104,2968,6686
6094,2006,MB,545710,36900,303514
6095,2006,DR,120475,11195,20872
6095,2006,MB,247386,17881,178377
6096,2006,DR,131944,13566,27519
6096,2006,MB,363293,29962,940914
6097,2006,DR,60656,3320,14680
6097,2006,MB,626104,40647,373438
6101,2006,DR,296300,22307,41721
6101,2006,MB,852454,58977,1478713
7001,2006,DR,329399,20784,53577
7001,2006,MB,1406667,109264,1772712
7002,2006,DR,438352,29192,51386
7002,2006,MB,3840947,279149,3881109
7003,2006,DR,127137,8179,16467
7003,2006,MB,1040188,73334,1752542
7005,2006,DR,2336764,118922,443244
7005,2006,MB,8751936,648966,14283676
7005,2006,VP,577685,13849,79536
7006,2006,DR,5151109,299838,668122
7006,2006,LR,2366817,91703,16573948
7006,2006,MB,16434554,1226765,32467710
7007,2006,DR,28040,3552,5691
7007,2006,MB,318151,17639,160865
7008,2006,DR,421100,24728,92719
7008,2006,MB,1055707,74501,1079392
7009,2006,DR,112950,10631,25732
7009,2006,MB,708778,55590,982663
7010,2006,DR,878899,59756,222990
7010,2006,MB,2120258,155832,4087287
7010,2006,VP,1404540,35034,222256
7011,2006,DR,285173,25317,91094
7011,2006,MB,292301,24122,597540
7012,2006,DR,126084,16189,39854
7012,2006,MB,524777,36258,818761
7013,2006,DR,364218,22810,87280
7013,2006,MB,550356,35004,356827
7014,2006,DR,450367,33665,103097
7014,2006,MB,928286,62832,1432539
7015,2006,DR,1915731,99426,326303
7015,2006,MB,1489080,95616,1978149
7016,2006,DR,103846,12868,21522
7016,2006,MB,409324,33254,540980
7018,2006,DR,186350,17356,67450
7018,2006,MB,588755,48563,1640485
7019,2006,DR,55504,9243,10155
7019,2006,MB,679298,63730,3534535
7030,2006,DR,60691,3709,10741
7030,2006,MB,163388,13967,461200
7032,2006,MB,766360,70272,313735
7033,2006,DR,273176,22736,55176
7033,2006,MB,560301,42786,421864
7035,2006,DR,663714,40150,100676
7035,2006,MB,758813,39301,295540
7036,2006,MB,205702,21566,749314
7041,2006,DR,29634,2932,10715
7041,2006,MB,1022237,95258,4162493
7043,2006,DR,199763,13418,53515
7043,2006,MB,359819,24414,385448
8001,2006,DR,3727323,265712,476039
8001,2006,LR,1161290,96672,15203660
8001,2006,MB,16732379,887049,21598392
8001,2006,VP,6900915,174378,1316599
8002,2006,DR,580425,47425,127118
8002,2006,MB,703298,54121,803450
8003,2006,DR,255943,20126,48989
8003,2006,MB,531056,41940,899946
8004,2006,DR,176330,15310,66726
8004,2006,MB,626672,38457,691465
8005,2006,DR,1479434,99685,205109
8005,2006,MB,3390229,210934,3310803
8006,2006,DR,7800908,565485,988843
8006,2006,LR,1813661,104660,11277855
8006,2006,MB,38866313,2711230,74022977
8006,2006,VP,2993831,70104,281686
8007,2006,DR,323951,23703,54834
8007,2006,MB,522223,35092,978577
8008,2006,DR,245536,12968,43536
8008,2006,MB,304320,20824,245572
8009,2006,DR,138316,12316,26750
8009,2006,MB,570511,37763,695229
8010,2006,DR,168998,16155,34043
8010,2006,MB,387979,30201,453699
8011,2006,DR,560053,47186,85735
8011,2006,MB,642606,54681,1479717
8011,2006,VP,349354,12559,35504
8012,2006,DR,127920,12104,30193
8012,2006,MB,420589,33555,438888
8013,2006,DR,256035,21787,65659
8013,2006,MB,155267,13168,67271
8014,2006,DR,213698,18770,82852
8014,2006,MB,195123,14696,192452
8016,2006,DR,59190,4213,8411
8016,2006,MB,624485,43843,719766
8019,2006,DR,719656,50861,190194
8019,2006,MB,278131,19952,104717
8020,2006,DR,134102,9676,22675
8020,2006,MB,351016,23802,189778
8021,2006,DR,103246,11349,25062
8021,2006,MB,804712,54779,1468746
8025,2006,DR,58679,6398,12591
8025,2006,MB,120384,7272,99874
9001,2006,DR,1337102,85615,230929
9001,2006,MB,3523319,279835,8738397
9002,2006,DR,4322007,300408,783908
9002,2006,MB,18019030,1344221,70384355
9003,2006,HR,8574197,251369,103654118
9004,2006,DR,462205,26258,63766
9004,2006,MB,3460086,273316,6492706
9006,2006,DR,529386,42827,84951
9006,2006,MB,2887707,195050,4765454
9007,2006,DR,480061,35286,95685
9007,2006,MB,1720116,129445,3629191
9008,2006,DR,62845,7811,21541
9008,2006,MB,5053891,457807,21962827
9009,2006,DR,2716877,198227,325569
9009,2006,MB,7293648,669978,14691116
9010,2006,DR,359214,18725,88401
9010,2006,MB,2047073,163517,4574068
9012,2006,DR,541583,53086,103568
9012,2006,MB,3305317,228748,3910873
9013,2006,DR,6125879,425079,981098
9013,2006,LR,1992744,129558,8279807
9013,2006,MB,16138308,1282710,31674070
9014,2006,MB,21198605,1817463,66962680
9015,2006,CC,435685,134909,7474763
9015,2006,LR,5358252,558176,43678772
9015,2006,MB,12356068,1393740,90630173
9015,2006,TB,6629743,944107,69064602
9016,2006,DR,889288,51622,98961
9016,2006,FB,184147,13775,1870169
9016,2006,MB,5173286,337752,7496242
9017,2006,DR,224373,18091,50159
9017,2006,MB,1033893,81547,2567413
9019,2006,DR,2635878,163660,291620
9019,2006,LR,1517534,81538,14452137
9019,2006,MB,7687674,710921,16777640
9020,2006,DR,329765,22199,38689
9020,2006,MB,2563445,183649,7348438
9022,2006,DR,235589,21325,94950
9022,2006,MB,1274412,100371,2741211
9023,2006,DR,307959,12323,65797
9023,2006,MB,7175706,677974,27143491
9026,2006,MB,9958013,840408,24889685
9027,2006,DR,982540,76193,133727
9027,2006,MB,4229020,359712,11808724
9028,2006,DR,218228,18595,37875
9028,2006,FB,323159,11931,751706
9028,2006,MB,2986445,140246,2491331
9029,2006,DR,2915499,182542,522029
9029,2006,MB,8727400,676636,14975137
9030,2006,CR,259935,6235,1554450
9030,2006,DR,1085617,62861,194081
9030,2006,MB,6915721,495834,10161233
9031,2006,DR,2355490,130432,217858
9031,2006,MB,7265376,472151,6631308
9032,2006,DR,4740369,332135,524259
9032,2006,MB,17864579,1329806,48778636
9033,2006,DR,2945702,241454,428204
9033,2006,MB,6943590,545079,17386429
9034,2006,DR,390561,29594,89055
9034,2006,MB,248022,18517,197702
9035,2006,DR,519447,31230,77982
9035,2006,MB,1513508,138854,3369704
9036,2006,DR,8880190,583015,1189525
9036,2006,MB,23353882,1847266,67868149
9039,2006,MB,1415374,130489,5721345
9041,2006,DR,39711,3895,14715
9041,2006,MB,2793960,253239,10203028
9042,2006,DR,92680,12851,33267
9042,2006,MB,1631230,112672,4738634
9043,2006,DR,69395,4372,8326
9043,2006,MB,244527,18155,671613
9044,2006,DR,292727,27856,129841
9045,2006,DR,6125130,451530,818058
9045,2006,MB,17096296,1474790,59876800
9050,2006,DR,238061,19059,42815
9050,2006,MB,462579,31336,450106
9052,2006,DR,190205,13172,58892
9052,2006,MB,206974,18214,146983
9054,2006,LR,3200013,177462,33829833
9061,2006,DR,242409,18228,70666
9061,2006,MB,738030,44631,671650
9062,2006,DR,638998,36165,65514
9062,2006,MB,2887400,197866,4792300
9078,2006,DR,1343067,81122,165077
9078,2006,MB,3040785,243080,4114606
9079,2006,DR,547216,41391,78499
9079,2006,MB,1866535,139929,3474361
9086,2006,DR,574340,36738,145223
9087,2006,DR,121904,8646,24130
9087,2006,MB,553142,40626,969454
9088,2006,DR,185030,17371,39772
9088,2006,MB,928497,62060,803651
9089,2006,DR,502159,35110,35967
9089,2006,MB,1665208,91542,1323912
9090,2006,DR,157482,9584,12788
9090,2006,MB,1641259,74878,1307400
9091,2006,DR,128531,9246,33637
9091,2006,MB,1046246,80542,1425294
9092,2006,DR,273771,18867,32381
9092,2006,MB,1012944,60767,777136
9093,2006,DR,381848,25256,71176
9093,2006,MB,696286,45200,684008
9095,2006,VP,12825598,269825,1593599
9119,2006,MB,189226,19002,445625
9121,2006,DR,622465,30581,58482
9121,2006,MB,2603884,148095,3066341
9132,2006,DR,762941,63580,99965
9134,2006,CR,1373732,39692,9004662
9134,2006,MB,778455,56875,1130585
9135,2006,DR,230472,21802,57091
9136,2006,DR,1796728,121607,206792
9136,2006,MB,4973136,306668,5927521
9137,2006,DR,48273,3e3,12412
9140,2006,DR,162590,9087,42232
9142,2006,MB,752515,71288,3272383
9144,2006,DR,371621,28958,66198
9144,2006,MB,1705954,115044,2036955
9146,2006,MB,11895676,736395,14664799
9147,2006,DR,4024148,276663,1003896
9147,2006,MB,7737474,665451,29693668
9148,2006,DR,674460,37986,113450
9148,2006,MB,1373410,71214,923888
9149,2006,DR,79264,7721,22605
9149,2006,MB,441600,26086,323701
9150,2006,FB,76548,6505,520741
9151,2006,CR,2204840,54695,11706680
9154,2006,HR,1308889,59394,40277012
9154,2006,LR,3754356,158866,42020795
9154,2006,MB,92862170,7604102,400518132
9156,2006,MB,355970,32408,963370
9157,2006,DR,24355200,1303484,2396382
9159,2006,DR,222375,16286,47025
9159,2006,MB,1419192,86533,1260324
9161,2006,DR,91049,9478,19848
9161,2006,MB,524267,38519,398006
9162,2006,DR,516260,43928,102678
9162,2006,MB,2391900,160775,2441212
9164,2006,DR,356464,30094,210990
9164,2006,MB,1270332,45214,525373
9165,2006,DR,385147,26419,72794
9165,2006,MB,185452,13342,166931
9166,2006,DR,3647301,312799,1184918
9166,2006,MB,5027414,448798,9206411
9168,2006,DR,184450,15066,46553
9168,2006,MB,677495,43475,367127
9169,2006,VP,4896297,128216,1028774
9170,2006,DR,5653338,368100,656058
9171,2006,DR,418186,29022,77319
9171,2006,MB,2772961,143217,3641321
9172,2006,MB,4330030,345821,7366263
9173,2006,DR,549064,33766,143522
9173,2006,MB,1303886,70408,1152368
9174,2006,DR,109878,8453,16366
9174,2006,MB,220108,12431,120871
9175,2006,DR,230489,27976,67334
9175,2006,MB,278709,21992,282688
9176,2006,VP,3097717,105228,527273
9180,2006,DR,91880,8110,19105
9180,2006,MB,481402,32712,613906
9182,2006,CR,130295,3289,641963
9185,2006,DR,3148566,180024,587029
9185,2006,MB,9093373,747628,18320083
9186,2006,DR,4330965,403702,1218248
9189,2006,MB,474965,41284,1691913
9192,2006,DR,462279,45800,66072
9192,2006,MB,543838,27416,197608
9193,2006,MB,1404103,110917,3274134
9196,2006,DR,100249,13483,24976
9196,2006,MB,1041672,51033,634464
9196,2006,VP,231620,5308,32409
9198,2006,DR,236821,16635,58610
9198,2006,MB,323819,21172,451046
9200,2006,DR,148456,14757,43733
9200,2006,MB,608207,39478,759077
9201,2006,DR,68980,4949,27561
9201,2006,MB,178312,13285,127835
9204,2006,AG,443574,26771,7002333
9205,2006,DR,140541,12654,17667
9205,2006,MB,1229282,43533,714633
9208,2006,DR,471731,42695,128303
9208,2006,MB,1057721,67293,1021048
0001,2007,DR,8887541,634886,1139834
0001,2007,MB,32168736,2665597,87187816
0001,2007,TB,2803753,418101,23278494
0001,2007,VP,10598269,308511,2322012
0002,2007,DR,2675985,172776,506710
0002,2007,MB,5592842,406008,9436662
0002,2007,VP,686661,18720,166996
0003,2007,DR,2978228,199449,423183
0003,2007,MB,7244414,570819,13307473
0003,2007,VP,4040101,143932,788868
0005,2007,DR,495980,43644,103302
0005,2007,MB,1301937,105588,2228193
0006,2007,DR,287666,20507,82831
0006,2007,MB,791587,54500,1279642
0006,2007,VP,398622,8858,71705
0007,2007,DR,890064,73070,140930
0007,2007,MB,3464018,279688,9757984
0007,2007,VP,66915,1557,14544
0008,2007,DR,8109374,533885,1084136
0008,2007,LR,3788261,261675,36123810
0008,2007,MB,22535520,1830709,63430058
0011,2007,DR,258804,17528,39025
0011,2007,MB,1307878,87338,1060330
0012,2007,DR,1123832,80396,180451
0012,2007,MB,2173652,156288,3989137
0016,2007,DR,152053,15355,44174
0016,2007,MB,214683,16855,341028
0018,2007,DR,2984254,191244,631686
0018,2007,MB,2468650,145170,3286960
0018,2007,VP,3277870,74168,859028
0019,2007,DR,714967,57220,134948
0019,2007,MB,2351859,174404,3638433
0019,2007,VP,2607213,66801,532644
0020,2007,DR,2068291,122574,438843
0020,2007,FB,51123,6547,465806
0020,2007,MB,2484384,136086,3875175
0020,2007,VP,1345160,45010,300035
0021,2007,DR,715183,53456,170952
0021,2007,MB,1738356,127429,3918969
0022,2007,DR,376987,26795,76694
0022,2007,MB,286436,22845,409200
0023,2007,MO,44164,5068,1589065
0024,2007,DR,1268496,81773,230409
0024,2007,MB,3845014,247323,5506506
0025,2007,DR,2110211,140894,341171
0025,2007,MB,2235947,173879,5215357
0025,2007,VP,157586,3557,25163
0028,2007,FB,40899,5735,196094
0029,2007,DR,1685505,100254,212263
0029,2007,MB,8231479,495297,9922699
0029,2007,VP,4129623,75943,740451
0034,2007,DR,402665,27811,52170
0034,2007,MB,590042,40386,948690
0035,2007,FB,917613,127963,24051761
0040,2007,CR,134348,3547,2156652
0040,2007,LR,97115,10060,860349
0040,2007,MB,10044258,522602,11394629
0041,2007,AR,18876,1024,129895
0043,2007,DR,352510,23318,82661
0043,2007,MB,1523557,79738,817495
0043,2007,VP,66555,2040,7650
0044,2007,DR,261403,21753,56046
0044,2007,MB,651248,34835,422258
0044,2007,VP,617750,12750,82796
0045,2007,DR,162689,10436,24640
0045,2007,MB,353005,18076,294718
0046,2007,DR,117236,9614,20028
0046,2007,MB,357725,21979,265369
0049,2007,VP,1031793,22460,146593
0050,2007,DR,174417,18915,70504
0050,2007,MB,196682,16667,229110
1001,2007,DR,4142554,319118,690432
1001,2007,MB,7742833,611869,20621005
1002,2007,DR,75032,6758,11688
1002,2007,MB,481546,38668,456166
1003,2007,CR,3890435,122279,38815838
1003,2007,DR,13249010,1024579,1584382
1003,2007,FB,315515,21150,1390532
1003,2007,HR,4196612,290918,143666785
1003,2007,LR,3331598,332286,70165550
1003,2007,MB,26455779,2475496,98968436
1003,2007,TB,698376,72402,2987468
1004,2007,DR,775223,72451,195960
1004,2007,MB,1384467,122190,2711772
1005,2007,DR,448169,38532,98685
1005,2007,MB,1130002,75383,1253811
1006,2007,DR,452748,44689,93072
1006,2007,MB,1221469,95567,1577628
1007,2007,DR,312472,37820,53799
1007,2007,MB,829781,43626,489211
1008,2007,DR,3333561,191787,299529
1008,2007,MB,4213207,321476,10214398
1013,2007,DR,384564,28136,46749
1013,2007,MB,1489596,109712,2013958
1014,2007,DR,1608331,114620,279616
1014,2007,MB,1557080,135587,3041180
1016,2007,MB,833073,69592,1429809
1017,2007,DR,3051880,257808,577164
1017,2007,MB,580380,44115,235875
1040,2007,DR,33458,2091,2716
1040,2007,MB,951864,62551,1060976
1042,2007,DR,129809,27216,12442
1048,2007,MB,6480780,496885,12718250
1049,2007,DR,1688993,138338,288129
1049,2007,MB,192056,12927,67521
1050,2007,DR,419295,28925,79436
1050,2007,MB,1937997,164779,5086455
1051,2007,DR,417246,30619,70685
1051,2007,MB,876709,56390,853361
1053,2007,DR,160599,11795,36347
1053,2007,MB,323540,20509,256677
1055,2007,MB,3321603,286701,8119763
1056,2007,MB,1281484,119250,2893579
1057,2007,DR,452580,49152,86023
1057,2007,MB,1068083,87895,1840648
1061,2007,DR,1318821,120729,378586
1061,2007,MB,826309,68322,637173
1063,2007,DR,136587,12901,26369
1063,2007,MB,483483,30713,365621
1064,2007,DR,970083,76474,186706
1064,2007,MB,1839378,81651,717823
1066,2007,DR,357505,24652,50535
1066,2007,MB,1315968,96311,2109489
1066,2007,VP,53692,1323,17946
1069,2007,DR,704299,54641,146050
1086,2007,DR,10403,472,1136
1086,2007,MB,469175,30672,374399
1087,2007,DR,183379,14745,39474
1087,2007,MB,270661,21201,350669
1088,2007,FB,68326,12479,910473
1095,2007,DR,599126,47849,92827
1095,2007,MB,907157,73066,1822136
1096,2007,DR,95729,5632,7525
1096,2007,MB,542530,41305,780250
1098,2007,DR,617215,44972,155971
1098,2007,MB,180472,13879,200925
1102,2007,CR,179741,3990,466406
1102,2007,MB,792467,45336,852160
1105,2007,DR,2493325,131032,359181
1105,2007,MB,956124,80649,419249
1107,2007,DR,338143,22432,60441
1107,2007,MB,258288,18341,336511
1108,2007,VP,5830790,139777,905213
1110,2007,VP,428947,8431,49200
1115,2007,CR,332880,11886,340728
1116,2007,MB,494348,21402,198420
2002,2007,DR,1279861,110462,169580
2002,2007,MB,6813877,576963,12772393
2003,2007,DR,611035,40974,107664
2003,2007,MB,1401512,114639,2970612
2004,2007,DR,959066,56779,87888
2004,2007,LR,378343,35163,5850313
2004,2007,MB,9170270,759142,18207585
2005,2007,DR,271847,15179,53132
2005,2007,MB,793885,39310,642980
2006,2007,DR,54290,9543,49700
2006,2007,MB,228469,24882,479237
2007,2007,DR,3248972,218270,352161
2007,2007,MB,10237152,816217,32088008
2008,2007,DR,43044614,3919460,3944504
2008,2007,HR,37887756,2074420,2390402930
2008,2007,MB,101303184,13079928,862630526
2009,2007,MB,196920,15851,375696
2010,2007,DR,385757,20022,92752
2010,2007,MB,1054303,49787,590114
2018,2007,DR,840480,72743,125148
2018,2007,MB,3926953,332137,12025799
2071,2007,DR,100698,8979,21809
2071,2007,MB,323871,22777,244976
2072,2007,DR,4096193,208726,318365
2072,2007,MB,7186600,375948,5887157
2075,2007,HR,875952,30205,9406473
2076,2007,DR,2304843,141027,203539
2076,2007,MB,8377342,743081,30875894
2078,2007,CR,8269744,239390,79719700
2078,2007,FB,46563,4587,209624
2078,2007,MB,99726,18726,394877
2080,2007,CR,9562279,325232,80297388
2080,2007,DR,9512082,542371,1086348
2080,2007,LR,3316331,222302,19147422
2080,2007,MB,79036839,5487770,167075915
2080,2007,VP,3555089,88540,682272
2082,2007,FB,183924,17685,18989750
2082,2007,MB,632734,28222,693011
2084,2007,MB,2611214,192847,3450728
2085,2007,MB,318881,18800,148709
2086,2007,DR,627666,31838,74651
2089,2007,MB,41985,4055,18707
2096,2007,DR,117043,7151,13441
2096,2007,MB,391289,18820,151054
2098,2007,FB,175531,21252,1810803
2098,2007,HR,1737510,94075,80595845
2099,2007,HR,579184,27612,7422568
2100,2007,CR,7575619,254834,102143717
2113,2007,DR,1574814,97529,178195
2113,2007,MB,5264032,438519,12006539
2116,2007,MB,632936,32562,408466
2120,2007,DR,13727,2245,2885
2120,2007,MB,304820,18e3,326576
2122,2007,MB,7921732,308190,3723107
2126,2007,MB,8528700,189527,3476575
2128,2007,MB,6240090,313075,3659352
2132,2007,MB,989079,56082,3797508
2135,2007,MB,1049180,44645,561900
2137,2007,MB,697090,19003,287097
2145,2007,DR,368197,22476,57872
2145,2007,MB,1572893,115604,3106215
2148,2007,DR,71224,5776,16452
2148,2007,MB,215207,13815,101281
2149,2007,MB,4292407,183886,4061930
2155,2007,DR,631920,40613,123160
2158,2007,DR,255389,21820,18374
2158,2007,MB,407650,12168,47272
2159,2007,DR,6561576,739239,851252
2160,2007,MB,920116,67765,601379
2161,2007,MB,1743298,101383,2202942
2163,2007,MB,3090206,90865,1969618
2165,2007,MB,1055196,74705,643305
2166,2007,MB,2435645,242462,12238878
2168,2007,MB,1335087,141735,5408611
2169,2007,MB,3708950,76375,1078486
2171,2007,MB,1251733,99953,873490
2172,2007,MB,509171,36112,434990
2175,2007,MB,210704,14160,574773
2177,2007,MB,2089027,41773,521187
2178,2007,MB,775979,37575,219064
2179,2007,MB,371856,13462,44397
2182,2007,DR,10124,1365,3539
2183,2007,DR,78752,6819,24922
2185,2007,DR,167844,13336,35760
2185,2007,MB,1016772,79220,1133726
2187,2007,MB,84499,7120,83256
2188,2007,MB,25537089,3011966,110269609
2189,2007,FB,258549,17646,1591593
